0 - [ 11  1  1  2  14  2  13  3  3  ]
1 - [ 31  16  2  14  2  1  11  3  1  3  ]
2 - [ 46  31  16  2  1  1  3  11  3  2  ]
3 - [ 46  46  16  31  3  3  1  2  1  2  ]
4 - [ 2  46  3  16  46  101  46  110  31  46  ]
5 - [ 143  46  46  110  101  46  46  16  31  3  ]
6 - [ 143  143  110  46  46  101  46  46  31  16  ]
7 - [ 192  200  203  143  143  209  143  143  46  46  ]
8 - [ 227  235  200  209  143  143  203  143  143  192  ]
9 - [ 235  235  262  253  277  265  227  227  143  143  ]
10 - [ 286  300  280  235  227  277  265  262  235  227  ]
11 - [ 315  309  280  286  300  265  235  227  227  235  ]
12 - [ 338  341  315  309  280  286  300  227  235  235  ]
13 - [ 368  341  338  309  315  300  286  280  235  235  ]
14 - [ 398  368  338  341  309  315  300  280  286  235  ]
15 - [ 431  398  398  368  341  338  309  315  300  280  ]
16 - [ 398  431  398  431  398  398  368  338  341  309  ]
17 - [ 488  500  485  431  398  398  398  398  431  368  ]
18 - [ 500  398  515  431  488  431  398  485  398  398  ]
19 - [ 550  515  500  485  488  398  431  398  398  398  ]
20 - [ 574  550  515  500  485  488  398  398  398  398  ]
21 - [ 603  574  550  515  488  485  500  398  398  398  ]
22 - [ 632  603  574  550  515  500  485  488  398  398  ]
23 - [ 632  603  500  398  574  485  550  488  515  398  ]
24 - [ 632  692  694  632  603  574  550  515  485  488  ]
25 - [ 720  692  694  632  632  603  574  550  515  485  ]
26 - [ 720  692  632  632  694  603  574  550  515  485  ]
27 - [ 720  720  786  789  692  694  632  632  603  574  ]
28 - [ 789  720  786  720  692  632  632  694  603  574  ]
29 - [ 789  786  720  720  692  694  632  632  603  574  ]
30 - [ 789  720  720  786  883  878  880  789  720  720  ]
31 - [ 720  789  878  789  720  786  880  720  883  720  ]
32 - [ 786  720  880  720  789  789  720  883  720  878  ]
33 - [ 972  978  960  963  969  789  720  720  720  720  ]
34 - [ 972  720  963  969  720  720  978  720  789  960  ]
35 - [ 972  969  960  978  963  720  720  720  720  789  ]
36 - [ 978  963  960  972  969  720  720  789  720  720  ]
37 - [ 960  972  969  978  963  720  720  789  720  720  ]
38 - [ 1105  963  972  960  969  978  720  720  720  720  ]
39 - [ 720  960  963  720  978  720  969  1105  720  972  ]
40 - [ 1192  1105  1105  978  963  972  960  969  720  720  ]
41 - [ 1192  1212  1192  1105  1105  1203  1199  1105  1105  972  ]
42 - [ 1245  1224  1242  1212  1105  1192  1105  1105  1192  1105  ]
43 - [ 1245  1242  1224  1192  1105  1212  1105  1192  1105  1105  ]
44 - [ 1242  1245  1224  1307  1242  1290  1224  1245  1105  1105  ]
45 - [ 1312  1224  1307  1224  1242  1245  1245  1242  1290  1105  ]
46 - [ 1312  1362  1312  1242  1224  1245  1224  1242  1307  1245  ]
47 - [ 1312  1312  1362  1242  1307  1245  1245  1224  1242  1224  ]
48 - [ 1312  1362  1312  1242  1224  1307  1245  1242  1245  1224  ]
49 - [ 1312  1362  1312  1224  1245  1242  1242  1307  1245  1224  ]
50 - [ 1312  1362  1312  1307  1224  1245  1224  1242  1245  1242  ]
51 - [ 1312  1312  1362  1224  1224  1245  1242  1242  1307  1245  ]
52 - [ 1520  1312  1312  1362  1242  1224  1245  1245  1224  1242  ]
53 - [ 1520  1312  1362  1312  1224  1245  1224  1242  1242  1245  ]
54 - [ 1520  1312  1312  1362  1245  1242  1224  1242  1224  1245  ]
55 - [ 1520  1312  1312  1362  1245  1224  1224  1242  1245  1242  ]
56 - [ 1520  1362  1312  1312  1245  1242  1242  1224  1224  1245  ]
57 - [ 1520  1663  1520  1666  1312  1362  1312  1245  1242  1224  ]
58 - [ 1312  1362  1520  1242  1224  1663  1245  1312  1666  1520  ]
59 - [ 1520  1666  1663  1520  1312  1312  1362  1224  1242  1245  ]
60 - [ 1663  1520  1520  1666  1312  1312  1362  1224  1245  1242  ]
61 - [ 1783  1520  1663  1520  1666  1312  1312  1362  1242  1224  ]
62 - [ 1783  1520  1520  1663  1666  1362  1312  1312  1242  1224  ]
63 - [ 1852  1783  1783  1666  1520  1520  1663  1362  1312  1312  ]
64 - [ 1852  1783  1783  1666  1663  1520  1520  1312  1362  1312  ]
65 - [ 1783  1852  1783  1666  1663  1520  1520  1312  1362  1312  ]
66 - [ 1852  1783  1783  1666  1520  1520  1663  1312  1362  1312  ]
67 - [ 1783  1852  1783  1520  1520  1663  1666  1312  1312  1362  ]
68 - [ 1783  1783  1852  1663  1520  1666  1520  1362  1312  1312  ]
69 - [ 1783  1852  1783  1520  1663  1666  1520  1312  1362  1312  ]
70 - [ 1852  1783  1783  1520  1520  1663  1666  1312  1362  1312  ]
71 - [ 1362  1783  1783  1666  1520  1312  1312  1520  1663  1852  ]
72 - [ 1783  1852  1783  1520  1520  1666  1663  1362  1312  1312  ]
73 - [ 1783  1852  1783  1520  1663  1520  1666  1312  1312  1362  ]
74 - [ 1852  1783  1783  1520  1666  1663  1520  1362  1312  1312  ]
75 - [ 2199  1783  1852  1783  1666  1520  1520  1663  1312  1312  ]
