18.5288	2917.1000	
18.5288	2917.1000	
18.3279	2889.1000	
18.3279	2889.1000	
18.3279	2889.1000	
17.4806	2770.1000	
17.4806	2770.1000	
17.4806	2770.1000	
17.4806	2770.1000	
17.4806	2770.1000	
17.4806	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	
17.4792	2770.1000	17.2194	3023.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.4792	2770.1000	17.2194	3023.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.4792	2770.1000	17.2194	3023.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.4792	2770.1000	17.2194	3023.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.4792	2770.1000	17.2194	3023.1000	
17.4792	2770.1000	17.2194	3023.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.4792	2770.1000	17.2194	3023.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.4792	2770.1000	17.2194	3023.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.4792	2770.1000	17.2194	3023.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.4792	2770.1000	17.2194	3023.1000	
17.2194	3023.1000	17.4792	2770.1000	
17.2194	3023.1000	17.4792	2770.1000	
16.7619	2953.1000	17.4792	2770.1000	
16.7619	2953.1000	17.4792	2770.1000	
16.7619	2953.1000	17.4792	2770.1000	
16.7619	2953.1000	17.0776	2770.1000	
16.7619	2953.1000	17.0776	2770.1000	
17.0776	2770.1000	16.7619	2953.1000	
16.7619	2953.1000	17.0776	2770.1000	
16.7619	2953.1000	17.0776	2770.1000	
16.7619	2953.1000	17.0776	2770.1000	
17.0776	2770.1000	16.7619	2953.1000	
17.0776	2770.1000	16.7619	2953.1000	
17.0776	2770.1000	16.7619	2953.1000	
16.7619	2953.1000	17.0776	2770.1000	
17.0776	2770.1000	16.7619	2953.1000	
16.7619	2953.1000	17.0776	2770.1000	
17.0776	2770.1000	16.7619	2953.1000	
16.7619	2953.1000	17.0776	2770.1000	
17.0776	2770.1000	16.7619	2953.1000	
16.7619	2953.1000	17.0776	2770.1000	
17.0776	2770.1000	16.7619	2953.1000	
17.0776	2770.1000	16.7619	2953.1000	
17.0776	2770.1000	16.7619	2953.1000	
16.7619	2953.1000	17.0776	2770.1000	
16.7619	2953.1000	17.0776	2770.1000	
17.0776	2770.1000	16.7619	2953.1000	
17.0776	2770.1000	16.7619	2953.1000	
16.7619	2953.1000	17.0776	2770.1000	
16.7619	2953.1000	17.0776	2770.1000	
16.7619	2953.1000	17.0776	2770.1000	
17.0776	2770.1000	16.7619	2953.1000	
17.0776	2770.1000	16.7619	2953.1000	
16.7619	2953.1000	17.0776	2770.1000	
17.0776	2770.1000	16.7619	2953.1000	
16.7619	2953.1000	17.0776	2770.1000	
17.0776	2770.1000	16.7619	2953.1000	
17.0776	2770.1000	16.7619	2953.1000	
17.0776	2770.1000	16.5797	2925.1000	
16.5797	2925.1000	17.0776	2770.1000	
17.0776	2770.1000	16.5797	2925.1000	
16.5797	2925.1000	17.0776	2770.1000	
17.0776	2770.1000	16.5797	2925.1000	
16.5797	2925.1000	17.0776	2770.1000	
17.0776	2770.1000	16.5797	2925.1000	
16.5797	2925.1000	17.0776	2770.1000	
16.5797	2925.1000	17.0776	2770.1000	
17.0776	2770.1000	16.5797	2925.1000	
